train_size_per_class,fold,model,eval_dataset,accuracy,f1_macro,auc_macro,balanced_accuracy,binary_accuracy,binary_f1,binary_auc,binary_balanced_acc
500,4,DCM-DNN,PPMI,0.66,0.6222222222222222,0.8420819716775599,0.6782407407407408,0.76,0.8,0.8915441176470589,0.7904411764705883
500,4,PlainDNN,NACC,0.966996699669967,0.9664304993252362,0.9979850910448792,0.9666666666666667,0.9801980198019802,0.9849246231155779,0.9990687187530635,0.9851485148514851
500,4,PlainDNN,PPMI,0.6,0.5780583613916948,0.8438521241830065,0.6157407407407408,0.72,0.7666666666666667,0.8897058823529411,0.7444852941176471
500,4,LR,NACC,0.9900990099009901,0.9900648643908555,0.999868963082381,0.9900653594771242,0.9966996699669967,0.9975186104218362,0.9999019703950593,0.9975247524752475
500,4,LR,PPMI,0.62,0.5912579245912579,0.8475626361655774,0.6365740740740741,0.76,0.8125,0.8952205882352942,0.7573529411764706
500,4,RF,NACC,0.9306930693069307,0.929665306271121,0.988548904831332,0.9302290817317026,0.9471947194719472,0.958974358974359,0.9932849720615626,0.9579207920792079
500,4,RF,PPMI,0.66,0.6601307189542484,0.8394607843137255,0.6689814814814815,0.76,0.8181818181818182,0.8612132352941176,0.7408088235294117
500,4,XGBoost,NACC,0.9405940594059405,0.9401283320118802,0.9930509963423028,0.9402950883323626,0.9570957095709571,0.9672544080604534,0.9949024605430841,0.9603960396039604
500,4,XGBoost,PPMI,0.68,0.679696394686907,0.8188997821350763,0.6875,0.82,0.8695652173913043,0.8694852941176471,0.7849264705882353
1000,0,DCM-DNN,NACC,0.9716666666666667,0.9715127399961118,0.9991333391799232,0.9716313191943445,0.9883333333333333,0.991304347826087,0.999621135582946,0.9887098403717922
1000,0,DCM-DNN,PPMI,0.6481481481481481,0.6508252284114353,0.7612854737854738,0.6505531505531507,0.8148148148148148,0.8529411764705882,0.8806818181818182,0.7940340909090908
1000,0,PlainDNN,NACC,0.9716666666666667,0.9713066602581945,0.9985998674513977,0.9716326530612246,0.9816666666666667,0.986232790988736,0.9993306728632048,0.9850727419680744
1000,0,PlainDNN,PPMI,0.6296296296296297,0.6282868234087746,0.7915828256106033,0.6320346320346321,0.7962962962962963,0.835820895522388,0.8835227272727273,0.7784090909090908
1000,0,LR,NACC,0.9916666666666667,0.9916313016649885,0.9998791566629985,0.9916326530612244,0.995,0.9962825278810409,0.9999494847443928,0.9949737320670843
1000,0,LR,PPMI,0.6666666666666666,0.6534144692359702,0.8212725803003581,0.658970658970659,0.8333333333333334,0.8571428571428571,0.9005681818181818,0.8309659090909092
1000,0,RF,NACC,0.9433333333333334,0.9429726912653741,0.9941492134310804,0.9434587168200613,0.9733333333333334,0.98,0.9974552939987876,0.9749444332188321
1000,0,RF,PPMI,0.6481481481481481,0.6491460263439843,0.807294589412645,0.6366041366041366,0.7962962962962963,0.8307692307692308,0.8771306818181819,0.7855113636363636
1000,0,XGBoost,NACC,0.96,0.9598345135333212,0.9966006603754947,0.9601280512204883,0.9833333333333333,0.9875311720698254,0.9984340270761769,0.9849969690846636
1000,0,XGBoost,PPMI,0.6481481481481481,0.6456043956043956,0.7864291058735503,0.63997113997114,0.8148148148148148,0.8529411764705882,0.8693181818181819,0.7940340909090908
1000,1,DCM-DNN,NACC,0.9786535303776683,0.9784710289282142,0.9980574614220111,0.9784655155594576,0.993431855500821,0.995049504950495,0.9998789639312515,0.9938453159041394
1000,1,DCM-DNN,PPMI,0.6222222222222222,0.6095238095238095,0.8322490286437155,0.645658263305322,0.7111111111111111,0.7636363636363637,0.8502304147465437,0.7315668202764977
1000,1,PlainDNN,NACC,0.9688013136288999,0.9683026307947636,0.9975346578653573,0.9684908789386402,0.9819376026272578,0.986232790988736,0.9992616799806342,0.9864197530864198
1000,1,PlainDNN,PPMI,0.6666666666666666,0.6467196509272246,0.8141772838167526,0.6932773109243696,0.7333333333333333,0.7777777777777778,0.8364055299539169,0.7672811059907834
